tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;pdcch_cce_utilization_pct;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
68;8;1;50;50,0;492,0;49200;49200;49200,0;10,88;18,22;1985665;641,6;25;24;96,0;22,1;22,2;100,0;8;0;115,1615;12,5;32,673;134,6266;31,64;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-7,56;36,4;13,65;100,0;0;0;4,92;4,92;4,92;0,0;43,48;46,64;0,0;0,0;0,125;264757500000000,0;16271370,56
69;8;1;50;50,0;201,0;20100;20100;20100,0;11,0;18,54;2005870;641,9;25;20;80,0;21,4;21,9;100,0;8;0;117,2217;12,5;32,7384;150,8721;33,32;20100,0;20100,0;20100,0;0,0;1,0;15,0;11,0;5,0;-5,77;37,14;13,25;100,0;0;0;2,01;2,01;2,01;0,0;41,91;46,36;0,0;0,0;0,125;44188593750000,0;6647450,17
70;8;1;50;50,0;492,0;49200;49200;49200,0;10,88;18,51;2023453;865,2;25;20;80,0;23,0;24,0;100,0;8;0;114,5774;12,5;32,804;133,2013;31,35;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;5,0;-4,93;37,66;13,03;100,0;0;0;4,92;4,92;4,92;0,0;41,49;46,72;0,0;0,0;0,125;264757500000000,0;16271370,56
71;8;1;50;50,0;466,0;46600;46600;46600,0;10,75;18,34;2037080;633,7;25;20;80,0;17,5;20,3;100,0;8;0;112,3814;12,5;32,8697;133,1185;30,54;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;4,0;-6,02;38,05;13,3;100,0;0;0;4,66;4,66;4,66;0,0;41,27;47,02;0,0;0,0;0,125;237514375000000,0;15411501,39
72;8;1;50;50,0;201,0;20100;20100;20100,0;10,75;18,0;2054794;614,4;25;20;80,0;18,8;21,7;100,0;8;0;110,6313;12,5;32,9355;131,7339;29,69;20100,0;20100,0;20100,0;0,0;1,0;15,0;11,0;4,0;-7,52;38,12;13,61;100,0;0;0;2,01;2,01;2,01;0,0;41,27;47,41;0,0;0,0;0,125;44188593750000,0;6647450,17
73;8;1;50;50,0;429,0;42900;42900;42900,0;10,62;17,42;2069735;597,6;25;21;84,0;18,9;18,8;100,0;8;0;107,7273;12,5;33,0015;125,4696;28,53;42900,0;42900,0;42900,0;0,0;1,0;15,0;11,0;4,0;-10,94;38,3;14,47;100,0;0;0;4,29;4,29;4,29;0,0;41,28;48,41;0,0;0,0;0,125;201294843750000,0;14187841,41
74;8;1;50;50,0;327,0;32700;32700;32700,0;10,5;17,23;2079351;567,9;25;21;84,0;15,6;19,5;100,0;8;0;104,5981;12,5;33,0676;121,1667;27,93;32700,0;32700,0;32700,0;0,0;1,0;15,0;10,0;4,0;-10,76;38,32;14,41;100,0;0;0;3,27;3,27;3,27;0,0;41,51;49,26;0,0;0,0;0,125;116953593750000,0;10814508,48
75;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;17,59;2088200;579,2;25;21;84,0;18,3;18,8;100,0;8;0;104,7331;12,5;33,1339;120,1918;27,36;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;4,0;-8,65;38,08;13,78;100,0;0;0;4,92;4,92;4,92;0,0;41,28;47,94;0,0;0,0;0,125;264757500000000,0;16271370,56
76;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,41;2090919;609,7;25;21;84,0;18,1;21,9;100,0;8;0;101,7133;12,5;33,2002;118,831;26,64;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;4,0;-7,36;37,54;13,32;100,0;0;0;4,92;4,92;4,92;0,0;41,51;48,31;0,0;0,0;0,125;264757500000000,0;16271370,56
77;8;1;50;50,0;466,0;46600;46600;46600,0;10,5;17,09;2093619;618,7;25;21;84,0;18,1;20,6;100,0;8;0;100,3215;12,5;33,2667;118,7659;25,99;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;4,0;-6,9;37,02;13,01;100,0;0;0;4,66;4,66;4,66;0,0;41,51;48,64;0,0;0,0;0,125;237514375000000,0;15411501,39
78;8;1;50;50,0;201,0;20100;20100;20100,0;10,38;16,8;2092419;603,7;25;21;84,0;16,4;20,1;100,0;8;0;97,1916;12,5;33,3334;117,6745;25,61;20100,0;20100,0;20100,0;0,0;1,0;15,0;10,0;4,0;-7,03;36,48;12,8;100,0;0;0;2,01;2,01;2,01;0,0;42,0;48,09;0,0;0,0;0,125;44188593750000,0;6647450,17
79;8;1;50;50,0;429,0;42900;42900;42900,0;10,38;16,72;2094864;635,3;25;21;84,0;22,8;22,1;100,0;8;0;95,82;12,5;33,4001;111,6007;24,73;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;4,0;-7,43;35,72;12,79;100,0;0;0;4,29;4,29;4,29;0,0;42,0;47,49;0,0;0,0;0,125;201294843750000,0;14187841,41
80;8;1;50;50,0;327,0;32700;32700;32700,0;10,5;16,93;2095511;936,4;25;20;80,0;18,1;21,5;100,0;8;0;95,678;12,5;33,467;109,2561;24,58;32700,0;32700,0;32700,0;0,0;1,0;15,0;10,0;4,0;-7,15;34,99;12,72;100,0;0;0;3,27;3,27;3,27;0,0;42,06;46,6;0,0;0,0;0,125;116953593750000,0;10814508,48
81;8;1;50;50,0;480,0;48000;48000;48000,0;10,62;17,32;2096363;789,4;25;20;80,0;22,0;21,7;100,0;8;0;94,919;12,5;33,5341;112,658;24,41;48000,0;48000,0;48000,0;0,0;1,0;15,0;11,0;4,0;-7,52;35,15;13,2;100,0;0;0;4,8;4,8;4,8;0,0;42,34;47,55;0,0;0,0;0,125;252000000000000,0;15874507,87
82;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,85;2096289;1018,1;25;20;80,0;24,5;23,9;100,0;8;0;95,4174;12,5;33,6012;108,6887;23,61;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;4,0;-7,82;36,93;13,73;100,0;0;0;4,92;4,92;4,92;0,0;41,8;48,26;0,0;0,0;0,125;264757500000000,0;16271370,56
83;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;18,25;2092443;1139,6;25;20;80,0;36,3;34,8;100,0;8;0;94,2605;12,5;33,6685;107,589;23,17;49200,0;49200,0;49200,0;0,0;1,0;15,0;11,0;4,0;-6,94;38,66;13,87;100,0;0;0;4,92;4,92;4,92;0,0;41,8;49,34;0,0;0,0;0,125;264757500000000,0;16271370,56
84;8;1;50;50,0;466,0;46600;46600;46600,0;10,88;18,77;2094621;818,4;25;20;80,0;23,7;24,3;100,0;8;0;95,4885;12,5;52,6281;107,5363;16,56;46600,0;46600,0;46600,0;0,0;2,0;15,0;11,0;4,0;-4,05;40,2;13,49;100,0;0;0;4,66;4,66;4,66;0,0;38,86;50,3;0,0;0,0;0,125;237514375000000,0;15411501,39
85;8;1;50;50,0;429,0;42900;42900;42900,0;10,75;18,99;2095653;1126,9;25;23;92,0;68,2;33,1;100,0;8;0;96,8661;12,5;84,7887;114,0644;9,42;42900,0;42900,0;42900,0;0,0;3,0;15,0;11,0;4,0;-0,93;41,64;13,18;100,0;0;0;4,29;4,29;4,29;0,0;36,25;53,0;0,0;0,0;0,125;201294843750000,0;14187841,41
86;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;18,62;2093786;1354,4;25;25;100,0;55,6;64,5;100,0;8;0;97,859;12,5;59,3786;135,485;19,89;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,83;42,79;13,39;100,0;0;0;1,0;1,0;1,0;0,0;34,99;71,92;0,0;0,0;0,125;10937500000000,0;3307189,14
87;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;19,31;2095731;3563,9;25;23;92,0;46,2;47,3;100,0;8;0;98,7058;12,5;81,0361;119,4242;11,26;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;1,26;43,72;13,34;100,0;0;0;1,0;1,0;1,0;0,0;33,78;69,06;0,0;0,0;0,125;10937500000000,0;3307189,14
88;8;1;50;50,0;466,0;46600;46600;46600,0;11,0;19,52;2095082;1163,2;25;22;88,0;32,7;34,1;100,0;8;0;99,7109;12,5;85,2992;111,7626;8,16;46600,0;46600,0;46600,0;0,0;4,0;15,0;11,0;4,0;-0,15;44,43;13,67;100,0;0;0;4,66;4,66;4,66;0,0;33,71;54,88;0,0;0,0;0,125;237514375000000,0;15411501,39
89;8;1;50;50,0;201,0;20100;20100;20100,0;10,88;19,19;2093721;1460,2;25;21;84,0;30,8;32,1;100,0;8;0;91,3216;12,5;41,7272;107,5093;19,59;20100,0;20100,0;20100,0;0,0;2,0;15,0;11,0;4,0;-3,85;44,93;14,45;100,0;0;0;2,01;2,01;2,01;0,0;39,13;54,83;0,0;0,0;0,125;44188593750000,0;6647450,17
90;8;1;50;50,0;229,0;22900;22900;22900,0;10,75;18,32;2095020;756,7;25;22;88,0;19,2;21,5;100,0;8;0;89,0076;12,5;26,8018;110,6956;24,45;22900,0;22900,0;22900,0;0,0;1,0;15,0;11,0;4,0;-9,81;45,24;15,75;100,0;0;0;2,29;2,29;2,29;0,0;40,75;55,61;0,0;0,0;0,125;57357343750000,0;7573463,13
91;8;1;50;50,0;466,0;46600;46600;46600,0;10,5;17,98;2096426;730,9;25;23;92,0;33,8;29,5;100,0;8;0;85,4975;12,5;26,8555;101,0214;23,18;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;4,0;-8,69;45,38;15,51;100,0;0;0;4,66;4,66;4,66;0,0;40,96;57,82;0,0;0,0;0,125;237514375000000,0;15411501,39
92;8;1;50;50,0;229,0;22900;22900;22900,0;10,25;17,74;2094232;610,4;25;25;100,0;25,5;21,3;100,0;8;0;81,7759;12,5;26,9093;99,9529;24,05;22900,0;22900,0;22900,0;0,0;1,0;15,0;10,0;4,0;-5,63;45,28;14,97;100,0;0;0;2,29;2,29;2,29;0,0;42,17;61,25;0,0;0,0;0,125;57357343750000,0;7573463,13
93;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;18,15;2095840;578,8;25;23;92,0;15,8;19,5;100,0;8;0;83,972;12,5;42,0625;100,1053;17,99;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,13;45,05;14,35;100,0;0;0;4,92;4,92;4,92;0,0;38,39;58,21;0,0;0,0;0,125;264757500000000,0;16271370,56
94;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;18,39;2093917;786,5;25;23;92,0;18,2;20,7;100,0;8;0;83,8103;12,5;42,1468;99,1909;17,5;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;4,0;-3,91;44,82;14,07;100,0;0;0;4,92;4,92;4,92;0,0;38,79;55,84;0,0;0,0;0,125;264757500000000,0;16271370,56
95;8;1;50;50,0;466,0;46600;46600;46600,0;10,62;18,3;2091408;755,5;25;23;92,0;22,6;22,5;100,0;8;0;82,93;12,5;42,2312;100,9794;17,3;46600,0;46600,0;46600,0;0,0;2,0;15,0;11,0;4,0;-4,47;44,4;14,04;100,0;0;0;4,66;4,66;4,66;0,0;38,79;55,0;0,0;0,0;0,125;237514375000000,0;15411501,39
96;8;1;50;50,0;466,0;46600;46600;46600,0;10,62;18,22;2094679;1173,1;25;23;92,0;32,7;34,6;100,0;8;0;81,9235;12,5;42,3158;91,8012;16,36;46600,0;46600,0;46600,0;0,0;2,0;15,0;11,0;4,0;-4,32;43,84;13,87;100,0;0;0;4,66;4,66;4,66;0,0;38,79;54,61;0,0;0,0;0,125;237514375000000,0;15411501,39
97;8;1;50;50,0;229,0;22900;22900;22900,0;10,75;18,04;2091756;1139,2;25;23;92,0;32,5;31,9;100,0;8;0;81,4255;12,5;42,4006;91,6838;16,08;22900,0;22900,0;22900,0;0,0;2,0;15,0;11,0;4,0;-4,69;43,26;13,79;100,0;0;0;2,29;2,29;2,29;0,0;39,12;54,17;0,0;0,0;0,125;57357343750000,0;7573463,13
98;8;1;50;50,0;429,0;42900;42900;42900,0;10,5;17,62;2095443;1280,1;25;23;92,0;36,5;35,5;100,0;8;0;77,4847;12,5;27,2343;91,8244;20,27;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;4,0;-6,38;42,41;13,94;100,0;0;0;4,29;4,29;4,29;0,0;42,32;53,71;0,0;0,0;0,125;201294843750000,0;14187841,41
99;8;1;50;50,0;492,0;49200;49200;49200,0;10,5;17,04;2095783;2753,9;25;23;92,0;52,2;100,8;100,0;8;0;76,6612;12,5;27,2888;91,9947;19,77;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;4,0;-9,83;41,34;14,45;100,0;0;0;4,92;4,92;4,92;0,0;42,32;52,6;0,0;0,0;0,125;264757500000000,0;16271370,56
100;8;1;50;50,0;466,0;46600;46600;46600,0;10,62;17,24;2095918;989,4;25;22;88,0;20,3;30,7;100,0;8;0;76,742;12,5;27,3435;91,6222;19,76;46600,0;46600,0;46600,0;0,0;1,0;15,0;11,0;4,0;-5,88;39,86;13,14;100,0;0;0;4,66;4,66;4,66;0,0;42,34;51,08;0,0;0,0;0,125;237514375000000,0;15411501,39
101;8;1;50;50,0;492,0;49200;49200;49200,0;10,75;17,3;2095206;765,4;25;22;88,0;21,7;21,6;100,0;8;0;80,8082;12,5;69,0436;91,413;7,12;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-2,62;38,82;12,08;100,0;0;0;4,92;4,92;4,92;0,0;36,25;50,18;0,0;0,0;0,125;264757500000000,0;16271370,56
102;8;1;50;50,0;229,0;22900;22900;22900,0;10,62;17,04;2095146;2364,9;25;23;92,0;34,6;35,8;100,0;8;0;79,156;12,5;69,1819;84,7363;5,78;22900,0;22900,0;22900,0;0,0;3,0;15,0;11,0;4,0;-0,65;37,78;11,37;100,0;0;0;2,29;2,29;2,29;0,0;36,13;50,24;0,0;0,0;0,125;57357343750000,0;7573463,13
103;8;1;50;50,0;100,0;10000;10000;10000,0;10,75;16,75;2095352;683,6;25;23;92,0;38,6;23,4;100,0;8;0;83,564;12,5;72,1459;110,0326;10,83;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;-0,4;36,65;11,05;100,0;0;0;1,0;1,0;1,0;0,0;33,46;49,81;0,0;0,0;0,125;10937500000000,0;3307189,14
104;8;1;50;50,0;480,0;48000;48000;48000,0;10,75;16,6;2095225;1228,2;25;23;92,0;35,1;34,3;100,0;8;0;78,0803;12,5;62,5054;87,054;7,45;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-1,74;35,53;11,04;100,0;0;0;4,8;4,8;4,8;0,0;36,55;47,77;0,0;0,0;0,125;252000000000000,0;15874507,87
105;8;1;50;50,0;480,0;48000;48000;48000,0;11,0;16,81;2092068;835,1;25;22;88,0;27,1;24,4;100,0;8;0;78,5226;12,5;62,6306;88,0867;7,62;48000,0;48000,0;48000,0;0,0;3,0;15,0;11,0;4,0;-1,94;34,52;10,92;100,0;0;0;4,8;4,8;4,8;0,0;36,93;45,58;0,0;0,0;0,125;252000000000000,0;15874507,87
106;8;1;50;50,0;492,0;49200;49200;49200,0;11,0;17,13;2095696;786,8;25;22;88,0;22,8;23,4;100,0;8;0;76,9196;12,5;62,756;85,3403;8,34;49200,0;49200,0;49200,0;0,0;3,0;15,0;11,0;4,0;-0,62;33,57;10,66;100,0;0;0;4,92;4,92;4,92;0,0;38,84;45,04;0,0;0,0;0,125;264757500000000,0;16271370,56
107;8;1;50;50,0;100,0;10000;10000;10000,0;11,0;17,33;2093298;646,9;25;22;88,0;20,3;21,7;100,0;8;0;79,6343;12,5;63,8335;99,8123;10,08;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;0,91;32,77;10,39;100,0;0;0;1,0;1,0;1,0;0,0;37,76;59,97;0,0;0,0;0,125;10937500000000,0;3307189,14
108;8;1;50;50,0;100,0;10000;10000;10000,0;11,0;17,28;2094090;987,2;25;22;88,0;22,5;23,9;100,0;8;0;78,6468;12,5;63,9613;90,8365;8,05;10000,0;10000,0;10000,0;0,0;4,0;15,0;11,0;4,0;1,31;32,62;10,36;100,0;0;0;1,0;1,0;1,0;0,0;37,76;59,95;0,0;0,0;0,125;10937500000000,0;3307189,14
109;8;1;50;50,0;492,0;49200;49200;49200,0;10,88;16,85;2095899;874,1;25;22;88,0;22,8;23,1;100,0;8;0;76,4949;12,5;64,0894;85,0159;7,86;49200,0;49200,0;49200,0;0,0;4,0;15,0;11,0;4,0;-0,38;34,0;10,86;100,0;0;0;4,92;4,92;4,92;0,0;38,31;48,1;0,0;0,0;0,125;264757500000000,0;16271370,56
110;8;1;50;50,0;480,0;48000;48000;48000,0;10,5;15,86;2096304;840,6;25;22;88,0;28,9;38,9;100,0;8;0;69,1798;12,5;32,5711;81,6812;15,21;48000,0;48000,0;48000,0;0,0;2,0;15,0;10,0;4,0;-4,74;34,92;11,84;100,0;0;0;4,8;4,8;4,8;0,0;42,86;50,69;0,0;0,0;0,125;252000000000000,0;15874507,87
111;8;1;50;50,0;492,0;49200;49200;49200,0;10,0;14,63;2092667;652,2;25;23;92,0;20,6;22,1;100,0;8;0;65,7716;12,5;20,9207;79,335;17,86;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;4,0;-8,93;35,2;12,65;100,0;0;0;4,92;4,92;4,92;0,0;45,0;53,36;0,0;0,0;0,125;264757500000000,0;16271370,56
112;8;1;50;50,0;492,0;49200;49200;49200,0;9,88;15,08;2096043;1090,8;25;18;72,0;33,3;32,4;100,0;8;1;64,6165;12,5;32,7017;78,7413;13,48;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;4,0;-4,52;36,35;12,04;100,0;0;0;4,92;4,92;4,92;0,0;42,49;56,76;0,0;0,0;0,125;264757500000000,0;16271370,56
113;8;1;50;50,0;492,0;49200;49200;49200,0;10,25;16,1;2095010;658,5;25;23;92,0;18,9;20,6;100,0;8;0;68,5012;12,5;52,9317;73,7191;6,66;49200,0;49200,0;49200,0;0,0;3,0;15,0;10,0;4,0;-0,89;36,96;11,71;100,0;0;0;4,92;4,92;4,92;0,0;39,25;56,52;0,0;0,0;0,125;264757500000000,0;16271370,56
114;8;1;50;50,0;100,0;10000;10000;10000,0;10,5;16,86;2094371;615,6;25;23;92,0;17,4;27,8;100,0;8;0;71,3623;12,5;64,6102;84,1868;6,38;10000,0;10000,0;10000,0;0,0;4,0;15,0;10,0;4,0;0,24;37,62;11,94;100,0;0;0;1,0;1,0;1,0;0,0;38,1;70,83;0,0;0,0;0,125;10937500000000,0;3307189,14
115;8;1;50;50,0;380,0;38000;38000;38000,0;10,38;16,88;2096642;681,9;25;19;76,0;22,5;22,9;100,0;8;1;66,7946;12,5;48,9645;78,4147;10,45;38000,0;38000,0;38000,0;0,0;3,0;15,0;10,0;4,0;-1,19;38,12;12,52;100,0;0;0;3,8;3,8;3,8;0,0;41,72;57,65;0,0;0,0;0,125;157937500000000,0;12567318,73
116;8;1;50;50,0;492,0;49200;49200;49200,0;10,12;16,46;2095458;678,9;25;19;76,0;22,7;22,3;100,0;8;1;62,7373;12,5;30,3721;78,2516;14,88;49200,0;49200,0;49200,0;0,0;2,0;15,0;10,0;5,0;-4,79;38,31;13,32;100,0;0;0;4,92;4,92;4,92;0,0;44,84;58,3;0,0;0,0;0,125;264757500000000,0;16271370,56
117;8;1;50;50,0;429,0;42900;42900;42900,0;10,0;15,94;2091310;972,9;25;19;76,0;16,5;21,1;100,0;8;1;61,7303;12,5;19,5083;82,3298;18,36;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;5,0;-8,0;38,24;13,88;100,0;0;0;4,29;4,29;4,29;0,0;46,9;58,1;0,0;0,0;0,125;201294843750000,0;14187841,41
118;8;1;50;50,0;429,0;42900;42900;42900,0;10,0;16,29;2094910;1451,8;25;19;76,0;39,7;31,0;100,0;8;1;61,9359;12,5;19,5474;76,1376;17,43;42900,0;42900,0;42900,0;0,0;1,0;15,0;10,0;5,0;-6,18;38,04;13,44;100,0;0;0;4,29;4,29;4,29;0,0;46,1;57,09;0,0;0,0;0,125;201294843750000,0;14187841,41
119;8;1;50;50,0;229,0;22900;22900;22900,0;10,62;17,12;2094163;633,5;25;18;72,0;19,3;20,6;100,0;8;1;66,0555;12,5;30,5549;80,7329;15,6;22900,0;22900,0;22900,0;0,0;2,0;15,0;11,0;4,0;-2,78;37,29;12,66;100,0;0;0;2,29;2,29;2,29;0,0;42,07;54,55;0,0;0,0;0,125;57357343750000,0;7573463,13
120;8;1;50;50,0;466,0;46600;46600;46600,0;10,88;17,59;2095201;657,3;25;18;72,0;18,7;22,5;100,0;8;1;68,0002;12,5;49,4569;77,0784;10,14;46600,0;46600,0;46600,0;0,0;3,0;15,0;11,0;4,0;-1,32;36,41;12,28;100,0;0;0;4,66;4,66;4,66;0,0;39,93;52,63;0,0;0,0;0,125;237514375000000,0;15411501,39
121;8;1;50;50,0;229,0;22900;22900;22900,0;10,88;17,45;2096432;636,9;25;18;72,0;17,9;21,3;100,0;8;1;67,436;12,5;49,5559;74,9209;9,69;22900,0;22900,0;22900,0;0,0;3,0;15,0;11,0;4,0;-2,08;35,24;12,09;100,0;0;0;2,29;2,29;2,29;0,0;39,93;50,59;0,0;0,0;0,125;57357343750000,0;7573463,13
122;8;1;50;50,0;492,0;49200;49200;49200,0;10,62;16,94;2096402;584,7;25;18;72,0;15,7;18,5;100,0;8;1;64,3194;12,5;30,7389;74,3891;14,3;49200,0;49200,0;49200,0;0,0;2,0;15,0;11,0;4,0;-4,26;34,22;12,12;100,0;0;0;4,92;4,92;4,92;0,0;42,07;48,65;0,0;0,0;0,125;264757500000000,0;16271370,56
123;8;1;50;50,0;466,0;46600;46600;46600,0;10,5;16,4;2094628;693,7;25;25;100,0;24,2;22,4;100,0;8;0;62,951;12,5;19,7439;80,6723;17,87;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;5,0;-5,84;33,19;12,18;100,0;0;0;4,66;4,66;4,66;0,0;44,67;48,09;0,0;0,0;0,125;237514375000000,0;15411501,39
124;8;1;50;50,0;466,0;46600;46600;46600,0;10,38;15,68;2093044;693,2;25;22;88,0;19,4;21,4;100,0;8;0;62,3871;12,5;19,7835;74,7193;16,85;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;4,0;-8,61;32,92;12,68;100,0;0;0;4,66;4,66;4,66;0,0;43,36;48,8;0,0;0,0;0,125;237514375000000,0;15411501,39
125;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;15,95;2090143;612,5;25;23;92,0;23,2;24,3;100,0;8;0;62,0544;12,5;19,8231;70,2511;16,09;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;4,0;-7,77;33,69;12,53;100,0;0;0;4,92;4,92;4,92;0,0;43,09;48,42;0,0;0,0;0,125;264757500000000,0;16271370,56
126;8;1;50;50,0;480,0;48000;48000;48000,0;10,5;16,64;2089162;621,9;25;23;92,0;18,3;20,8;100,0;8;0;61,8542;12,5;19,8628;71,8234;16,05;48000,0;48000,0;48000,0;0,0;1,0;15,0;10,0;5,0;-5,17;35,29;12,21;100,0;0;0;4,8;4,8;4,8;0,0;43,38;48,75;0,0;0,0;0,125;252000000000000,0;15874507,87
127;8;1;50;50,0;229,0;22900;22900;22900,0;10,62;17,04;2088911;621,9;25;22;88,0;19,1;20,4;100,0;8;0;62,5033;12,5;31,048;70,4654;12,37;22900,0;22900,0;22900,0;0,0;2,0;15,0;11,0;4,0;-4,63;37,02;12,39;100,0;0;0;2,29;2,29;2,29;0,0;40,74;49,37;0,0;0,0;0,125;57357343750000,0;7573463,13
128;8;1;50;50,0;466,0;46600;46600;46600,0;10,5;17,03;2090619;610,1;25;22;88,0;14,8;17,5;100,0;8;0;60,6428;12,5;19,9424;70,3326;15,71;46600,0;46600,0;46600,0;0,0;1,0;15,0;10,0;5,0;-6,54;38,6;13,17;100,0;0;0;4,66;4,66;4,66;0,0;43,64;50,86;0,0;0,0;0,125;237514375000000,0;15411501,39
129;8;1;50;50,0;492,0;49200;49200;49200,0;10,38;16,76;2092765;585,7;25;22;88,0;14,2;19,6;100,0;8;0;59,1418;12,5;19,9824;70,1401;15,75;49200,0;49200,0;49200,0;0,0;1,0;15,0;10,0;5,0;-8,65;40,03;14,02;100,0;0;0;4,92;4,92;4,92;0,0;44,15;53,58;0,0;0,0;0,125;264757500000000,0;16271370,56
130;8;1;50;50,0;229,0;22900;22900;22900,0;10,38;16,89;2091786;613,9;25;23;92,0;18,7;21,5;100,0;8;0;59,1856;12,5;20,0224;76,151;16,19;22900,0;22900,0;22900,0;0,0;1,0;15,0;10,0;4,0;-8,25;41,2;14,3;100,0;0;0;2,29;2,29;2,29;0,0;42,82;55,81;0,0;0,0;0,125;57357343750000,0;7573463,13
131;8;1;50;50,0;279,0;27900;27900;27900,0;10,5;17,95;2094350;620,8;25;23;92,0;19,4;19,6;100,0;8;0;61,5866;12,5;31,2975;80,7579;13,85;27900,0;27900,0;27900,0;0,0;2,0;15,0;10,0;4,0;-3,89;42,19;13,69;100,0;0;0;2,79;2,79;2,79;0,0;38,39;55,41;0,0;0,0;0,125;85138593750000,0;9227057,7
132;8;1;50;50,0;279,0;27900;27900;27900,0;10,75;18,81;2094022;584,4;25;22;88,0;15,8;19,0;100,0;8;0;64,0132;12,5;50,6588;74,7926;8,06;27900,0;27900,0;27900,0;0,0;3,0;15,0;11,0;4,0;-1,58;43,04;13,47;100,0;0;0;2,79;2,79;2,79;0,0;35,65;54,36;0,0;0,0;0,125;85138593750000,0;9227057,7
133;8;1;50;50,0;229,0;22900;22900;22900,0;10,88;19,38;2094356;790,5;25;22;88,0;23,7;23,1;100,0;8;0;64,5233;12,5;50,7603;71,1122;6,05;22900,0;22900,0;22900,0;0,0;3,0;15,0;11,0;4,0;-0,85;43,58;13,51;100,0;0;0;2,29;2,29;2,29;0,0;35,15;53,46;0,0;0,0;0,125;57357343750000,0;7573463,13
134;8;1;50;50,0;279,0;27900;27900;27900,0;11,12;19,6;2096027;1299,5;25;23;92,0;45,0;43,3;100,0;8;0;66,4263;12,5;50,8619;80,9624;7,92;27900,0;27900,0;27900,0;0,0;3,0;15,0;11,0;4,0;-2,43;44,03;13,93;100,0;0;0;2,79;2,79;2,79;0,0;34,06;52,5;0,0;0,0;0,125;85138593750000,0;9227057,7
135;8;1;50;50,0;279,0;27900;27900;27900,0;10,88;19,52;2096029;596,8;25;23;92,0;17,4;20,7;100,0;8;0;61,9473;12,5;20,2237;74,9678;16,19;27900,0;27900,0;27900,0;0,0;1,0;15,0;11,0;4,0;-5,3;44,17;14,57;100,0;0;0;2,79;2,79;2,79;0,0;39,93;51,7;0,0;0,0;0,125;85138593750000,0;9227057,7
